step,customer,age,gender,merchant,category,amount,zipcodeOri,zipMerchant,fraud
497,5,2,M,67,es_wellnessandbeauty,15.26,24269,96841,0
160,303,4,F,337,es_food,181.91,31521,77809,0
475,980,4,F,183,es_home,158.66,13071,16011,0
664,1560,3,F,231,es_electronics,47.99,93673,79470,0
690,1657,2,F,450,es_leisure,44.16,68324,53977,0
675,607,3,F,389,es_health,344.76,66984,39759,0
380,1452,0,M,393,es_hyper,41.19,63799,81573,0
545,964,5,M,285,es_travel,155.77,49751,25846,0
691,736,5,M,163,es_transportation,268.08,45081,96472,0
427,1775,3,M,104,es_fashion,84.82,26987,63234,0
613,1251,0,M,484,es_fashion,28.37,82662,74033,0
268,1678,2,M,163,es_wellnessandbeauty,21.8,94211,92951,0
577,1956,3,F,306,es_tech,103.28,39717,99157,0
417,1587,5,U,286,es_electronics,7.53,93694,64088,0
168,390,0,F,271,es_leisure,84.11,97205,37213,0
43,1681,3,M,29,es_sports,31.11,98881,57611,0
556,850,3,F,409,es_leisure,40.19,63637,44866,0
285,1864,2,E,75,es_wellnessandbeauty,12.11,39306,10992,0
397,819,2,U,485,es_travel,261.96,52757,40338,0
12,1588,3,M,313,es_wellnessandbeauty,129.25,25016,16102,1
607,12,U,M,112,es_hyper,32.31,10647,15486,0
302,337,4,F,248,es_hyper,20.65,46570,55360,0
253,607,3,F,307,es_wellnessandbeauty,237.73,39502,90676,0
499,1907,3,M,324,es_electronics,72.12,76481,40969,0
35,129,3,M,380,es_health,878.03,80222,27225,0
90,11,4,F,246,es_tech,287.41,90709,62529,0
605,490,2,M,491,es_electronics,34.26,48531,21597,0
602,272,4,F,58,es_health,9.98,44274,67045,0
418,1381,2,M,140,es_transportation,180.05,80805,67714,0
115,881,5,U,480,es_wellnessandbeauty,45.92,54283,18800,0
617,1116,6,U,325,es_fashion,23.17,63895,55588,0
196,9,3,M,362,es_tech,77.1,52206,39684,0
501,887,1,U,490,es_electronics,24.23,57935,73057,0
626,1147,4,F,243,es_sports,14.22,23445,61189,0
493,776,6,F,485,es_leisure,10.12,72266,81220,0
75,281,6,F,421,es_sports,33.18,17121,68479,0
413,458,6,Enterprise,409,es_transportation,39.19,20737,36098,0
376,936,3,F,324,es_tech,17.39,65327,93728,0
420,451,6,M,408,es_hyper,48.59,88524,25424,0
277,1655,2,U,292,es_travel,34.77,93030,99173,0
676,1431,1,F,250,es_electronics,53.76,31442,18899,0
394,1726,3,M,130,es_home,113.44,91770,27577,0
457,791,0,M,291,es_fashion,13.78,86254,28975,0
192,812,1,M,125,es_food,69.13,83512,73724,0
689,56,3,M,356,es_leisure,79.6,18835,27902,0
99,708,4,M,264,es_wellnessandbeauty,47.19,15055,53993,0
548,379,1,F,201,es_tech,189.95,14468,22077,0
96,1526,2,Enterprise,284,es_leisure,385.45,59346,25153,0
664,1010,5,E,188,es_wellnessandbeauty,175.26,18098,11138,0
663,23,2,E,438,es_travel,80.52,44533,19404,0
190,1801,5,M,382,es_wellnessandbeauty,303.0,88672,81724,0
37,1269,3,M,360,es_tech,16.36,24603,73786,0
369,772,3,M,44,es_home,63.57,63687,18292,0
695,1442,1,U,10,es_health,38.91,40727,34379,0
525,231,1,M,5,es_wellnessandbeauty,13.79,71782,92065,0
279,210,2,U,357,es_leisure,15.5,33466,75186,0
217,1186,1,F,376,es_fashion,52.09,90623,32563,0
273,1401,1,M,175,es_sports,62.44,62526,89973,0
62,866,6,F,159,es_food,137.91,60691,52392,0
596,1194,1,M,244,es_home,19.69,45847,92277,0
342,899,2,M,29,es_travel,23.75,81528,47649,0
397,1363,4,F,387,es_health,17.71,67306,17656,0
699,1826,2,Enterprise,154,es_travel,26.73,96234,92740,0
19,1498,3,F,95,es_electronics,2.93,33555,17202,0
177,1251,2,F,2,es_tech,62.37,73595,38527,0
612,873,4,U,335,es_health,314.45,75679,23015,1
396,363,3,F,461,es_travel,43.37,65763,39687,0
445,1503,2,F,92,es_home,122.21,44937,87669,0
233,1579,3,M,56,es_home,269.84,11578,93622,0
76,475,0,F,236,es_food,3.04,68340,30379,1
265,195,4,U,398,es_electronics,35.01,50472,60404,0
455,933,4,U,332,es_home,350.35,51475,87115,0
718,1036,0,E,15,es_sports,17.93,17763,42555,0
384,1519,4,F,85,es_wellnessandbeauty,221.66,77275,96947,0
564,784,3,E,380,es_travel,148.72,87812,85776,0
506,1086,2,M,374,es_transportation,18.77,29470,82808,0
367,529,1,Enterprise,254,es_wellnessandbeauty,54.11,16523,34199,0
144,271,U,M,221,es_health,35.71,99238,60830,0
69,538,3,F,249,es_sports,4.94,41696,11689,0
99,1581,3,F,45,es_food,70.31,18097,55526,0
396,1922,5,U,483,es_health,46.63,75136,47980,0
25,657,2,M,303,es_food,118.65,15879,76852,0
469,65,5,F,20,es_hyper,172.61,48618,53867,0
484,862,3,M,124,es_transportation,73.03,24282,89981,0
565,1504,2,M,146,es_sports,15.57,57251,86637,0
151,1822,2,F,230,es_hyper,92.52,64491,11568,0
144,490,0,F,335,es_transportation,6.4,27963,72576,0
569,1092,2,Enterprise,61,es_sports,61.35,75229,79440,0
39,362,6,F,121,es_tech,48.59,49515,28200,0
109,1836,3,F,256,es_tech,633.23,95560,21672,0
693,1632,3,U,204,es_hyper,5.85,47038,17646,0
42,572,5,E,482,es_electronics,78.55,12597,36551,0
186,995,1,F,5,es_travel,87.93,67998,25086,0
398,769,4,U,314,es_health,14.62,71128,11876,0
223,1043,4,E,337,es_home,147.73,16571,12518,0
634,545,3,M,77,es_fashion,174.2,81456,26660,0
133,979,2,M,316,es_wellnessandbeauty,119.53,64045,29215,0
163,932,0,M,141,es_transportation,51.71,28309,49703,0
215,91,3,F,100,es_wellnessandbeauty,16.53,45617,66162,0
235,973,3,F,208,es_fashion,40.51,52874,40959,0
658,238,2,E,296,es_electronics,20.0,15550,38430,0
588,462,2,F,195,es_electronics,27.93,31716,71006,0
9,1048,2,F,180,es_health,9.92,46107,55568,0
74,1251,2,E,258,es_fashion,1.0,63509,11005,0
492,851,4,M,473,es_fashion,4.94,26209,82708,0
253,1405,3,M,437,es_home,4.66,73329,14244,0
230,921,1,M,195,es_leisure,618.36,68028,65689,0
519,907,5,M,139,es_travel,60.3,23014,63764,0
174,777,3,M,11,es_transportation,5.09,18306,59643,0
653,1030,5,M,266,es_food,31.22,69951,32772,0
168,570,3,Enterprise,28,es_tech,20.35,78807,84065,0
170,612,3,F,119,es_food,6.39,34065,40146,0
393,634,2,F,395,es_fashion,131.72,39208,38427,0
634,1381,U,U,497,es_health,903.67,43410,92890,0
194,1181,U,Enterprise,249,es_food,13.06,50766,59045,0
517,1225,2,F,7,es_tech,32.86,32701,32346,0
29,1249,4,F,413,es_travel,117.94,13687,96957,0
165,983,2,E,449,es_fashion,23.64,56666,33364,0
422,463,3,F,436,es_tech,8.24,75344,23541,0
339,1803,4,F,143,es_transportation,16.05,58678,17793,0
648,663,U,M,7,es_tech,11.89,22454,78268,0
496,1946,2,F,452,es_health,76.19,83187,31871,0
365,1281,4,F,55,es_food,11.08,87254,62407,0
342,990,2,M,387,es_wellnessandbeauty,138.75,93377,49437,0
500,1617,0,F,20,es_home,164.16,92888,17434,0
657,431,2,M,380,es_electronics,3.01,57580,43916,0
511,878,4,U,3,es_travel,21.91,35752,46979,0
327,425,6,E,413,es_food,217.56,90099,12159,0
217,1431,0,Enterprise,20,es_electronics,83.51,35534,70931,0
301,1636,1,M,266,es_fashion,62.91,80867,74766,0
132,105,2,F,445,es_wellnessandbeauty,34.57,90595,13332,0
70,252,3,F,227,es_travel,49.13,11947,29085,0
252,645,6,E,346,es_health,43.68,46973,31259,0
415,1123,0,F,350,es_electronics,17.36,64065,94877,0
445,178,5,M,218,es_leisure,286.34,22534,78085,0
182,1289,3,F,165,es_fashion,7.45,72352,93964,0
167,1156,2,F,340,es_home,49.62,72484,52121,0
91,1223,1,M,51,es_wellnessandbeauty,22.34,67926,54095,0
714,1729,0,Enterprise,373,es_travel,19.95,30172,70426,0
531,720,2,F,170,es_home,70.25,22900,12994,0
39,1081,U,U,457,es_tech,82.6,58002,72021,0
126,892,4,U,459,es_tech,19.09,15463,49425,0
451,409,U,F,353,es_travel,124.56,74785,15176,1
173,954,1,F,30,es_tech,41.86,12116,49904,0
653,262,3,M,478,es_wellnessandbeauty,8.73,26293,42389,0
220,742,6,F,244,es_travel,16.52,42604,16657,0
638,654,4,M,45,es_fashion,9.03,55180,69600,0
58,575,0,M,215,es_tech,53.33,73328,44744,0
660,118,1,U,356,es_home,40.12,47182,32823,0
476,1509,2,M,408,es_electronics,61.91,29734,82706,0
456,971,2,F,415,es_sports,20.03,93184,43060,0
361,1345,5,E,23,es_travel,139.0,56982,93227,0
1,308,4,F,53,es_electronics,113.96,26436,61629,0
387,490,1,F,42,es_electronics,18.25,55606,55699,0
348,1345,1,F,164,es_electronics,20.2,31777,78831,0
190,757,5,Enterprise,104,es_tech,474.87,83014,40717,0
505,1917,2,F,369,es_sports,18.13,55387,76661,0
191,1380,1,E,162,es_food,109.52,79034,71301,0
508,648,5,M,341,es_hyper,232.44,34685,71778,0
369,608,4,U,154,es_sports,296.87,21326,41672,0
409,737,1,M,327,es_fashion,36.59,68167,66853,0
117,1544,3,Enterprise,409,es_home,39.53,50058,91063,0
134,1550,3,E,3,es_tech,153.15,19086,79775,0
58,24,2,M,373,es_sports,96.02,65154,89785,0
556,1216,3,M,43,es_tech,4.96,88570,84518,0
685,753,2,M,466,es_travel,84.91,29885,70335,0
672,1001,3,F,390,es_electronics,51.57,55793,44550,0
173,349,2,M,54,es_hyper,20.38,20791,80101,0
149,25,4,M,308,es_home,15.15,16908,66060,0
80,1414,2,E,494,es_transportation,292.78,73938,48948,0
213,1665,5,M,13,es_home,21.32,15510,57871,0
203,1015,3,F,450,es_hyper,14.98,53804,64225,0
229,599,2,F,112,es_tech,73.05,77665,85778,0
676,1769,2,U,56,es_hyper,22.91,21320,92212,0
227,801,2,M,104,es_transportation,26.55,93570,56601,0
659,910,2,M,175,es_transportation,44.51,31058,77575,0
532,959,1,M,461,es_home,85.86,68917,53559,0
441,1592,3,F,449,es_fashion,23.59,54822,39488,0
402,1214,0,F,322,es_health,16.45,13991,81862,0
47,1052,2,M,68,es_transportation,178.08,50452,54457,0
233,541,2,Enterprise,13,es_hyper,53.76,81385,17481,0
305,491,4,M,286,es_food,43.37,21194,43511,0
526,488,5,F,492,es_health,45.05,70804,58034,0
143,791,4,M,332,es_sports,129.84,24209,93269,0
415,172,1,F,161,es_wellnessandbeauty,189.66,75203,89390,0
513,38,4,F,166,es_sports,233.57,88828,47873,0
373,1969,5,F,299,es_wellnessandbeauty,37.67,15803,93756,0
566,299,3,Enterprise,368,es_fashion,134.7,85572,62263,0
259,1290,6,F,354,es_fashion,92.38,98830,32381,0
656,1051,5,M,259,es_home,36.88,32796,70651,0
471,648,5,M,43,es_travel,130.16,10672,93089,0
12,748,U,F,329,es_health,1079.29,63284,18874,0
330,1781,4,E,199,es_health,137.78,37536,82994,0
358,1476,4,M,132,es_hyper,259.81,18115,50662,0
408,1493,4,E,92,es_tech,5.41,56472,45806,0
668,1109,2,F,490,es_leisure,350.62,48787,62984,0
373,926,0,F,32,es_leisure,58.26,31298,37429,0
8,13,0,F,257,es_travel,49.73,34669,73884,0
122,1594,5,F,397,es_travel,96.68,27317,52208,0
348,259,2,F,36,es_hyper,186.01,63088,53768,0
676,980,2,F,282,es_tech,67.53,22739,76832,0
90,1124,3,M,205,es_fashion,35.02,11154,45022,0
648,616,1,M,150,es_tech,13.18,36934,48459,0
698,1285,3,Enterprise,344,es_electronics,51.05,71046,91661,0
316,278,5,F,139,es_fashion,44.18,96642,34384,0
178,954,2,M,281,es_sports,27.88,88124,41436,0
540,1090,3,M,335,es_sports,138.18,66292,84538,0
41,1625,1,M,173,es_hyper,386.95,14141,22097,0
704,808,4,M,164,es_electronics,23.82,61988,89634,0
502,1624,3,F,102,es_tech,12.31,46847,36921,0
145,1402,3,F,290,es_electronics,83.26,33850,60382,0
201,1541,2,E,418,es_wellnessandbeauty,82.56,36238,13655,0
461,656,6,U,288,es_transportation,81.38,90090,59401,0
558,1141,2,M,102,es_travel,229.36,53094,94072,0
547,783,U,M,153,es_leisure,216.59,20097,90487,0
253,499,2,U,451,es_sports,33.64,64982,31832,0
390,205,6,F,500,es_travel,27.2,53550,78457,1
594,587,3,F,443,es_wellnessandbeauty,286.7,85699,90296,0
256,1104,1,Enterprise,121,es_health,525.88,86880,78395,0
709,1042,U,M,57,es_health,50.81,63551,31830,0
450,1753,2,U,107,es_tech,74.67,63526,54284,0
10,1967,5,M,239,es_health,168.36,76553,78137,0
242,614,3,U,413,es_health,71.82,14220,40832,0
251,1000,2,F,21,es_fashion,40.81,24232,14920,0
5,644,1,M,73,es_tech,160.36,81004,46203,0
119,821,2,F,341,es_sports,51.07,88599,11198,0
374,58,3,M,21,es_health,100.84,16654,95377,0
65,1136,3,M,455,es_home,42.5,10481,76536,0
146,597,2,F,431,es_tech,136.92,48815,53766,0
224,1867,1,F,416,es_food,27.06,95304,39501,0
239,1850,2,M,406,es_transportation,3.45,66583,70006,0
177,1652,1,M,298,es_hyper,33.91,48588,36802,0
282,315,3,M,11,es_electronics,155.06,15202,42736,0
63,162,2,Enterprise,58,es_travel,35.62,89693,61566,0
217,1822,2,M,354,es_hyper,50.55,51782,99905,0
689,1974,2,M,462,es_transportation,19.44,54394,32446,0
461,324,1,E,240,es_leisure,126.77,20448,26687,0
610,718,3,M,297,es_food,362.3,61560,88777,1
105,1355,U,M,86,es_fashion,92.39,21863,30825,0
99,580,4,M,409,es_health,10.68,46823,41348,0
511,1946,5,E,144,es_electronics,64.32,59270,27977,0
385,899,1,M,225,es_home,15.46,31197,52978,0
405,760,1,F,194,es_hyper,147.81,15419,10133,0
518,502,4,E,103,es_fashion,52.11,63005,33515,0
476,57,3,Enterprise,364,es_tech,24.6,24693,38833,0
709,1189,5,Enterprise,498,es_food,96.8,25678,78469,0
645,1190,3,E,326,es_electronics,351.56,62222,62318,0
437,297,1,M,162,es_hyper,13.93,52363,52163,0
23,1028,3,U,302,es_electronics,39.69,38011,90894,0
565,410,4,M,48,es_hyper,75.33,89141,40886,0
677,807,3,F,234,es_health,75.55,37668,24720,1
714,1901,2,F,293,es_hyper,139.47,72019,27489,0
458,1130,6,Enterprise,22,es_leisure,197.19,11379,95499,0
83,620,4,M,336,es_travel,78.47,86227,93623,0
145,1706,3,M,135,es_sports,2.11,19398,29270,0
85,779,3,E,175,es_sports,63.72,74449,36363,0
78,779,3,F,333,es_travel,233.57,20358,82338,1
457,566,3,F,369,es_travel,33.78,64569,75540,0
1,998,2,M,498,es_leisure,234.92,88006,29226,0
51,166,2,M,242,es_sports,16.3,55893,28828,0
685,1278,1,F,17,es_electronics,116.1,59657,91838,0
717,788,4,F,259,es_sports,76.75,77381,76906,0
446,666,5,E,396,es_transportation,94.89,82699,50194,0
449,128,4,E,198,es_transportation,69.87,47682,85694,0
488,1510,3,F,76,es_hyper,28.86,57207,98971,0
34,76,2,M,203,es_food,34.11,26074,65886,0
348,887,U,F,233,es_sports,16.74,79922,14864,0
95,1245,4,F,275,es_travel,25.4,73287,62779,0
72,782,4,F,159,es_health,9.55,12426,86332,0
551,434,3,F,115,es_home,36.13,35348,36441,0
154,635,2,M,258,es_wellnessandbeauty,4.27,85524,26264,0
250,1561,1,F,237,es_transportation,28.35,60704,60872,0
674,1463,1,U,96,es_health,445.7,37766,65081,0
438,1459,3,F,128,es_wellnessandbeauty,8.7,54707,58761,0
118,1642,1,F,274,es_food,21.49,27091,42748,0
306,1642,2,F,311,es_food,266.08,88501,63828,0
268,615,5,Enterprise,260,es_food,20.62,86561,66065,0
54,986,2,F,406,es_fashion,76.2,39193,62776,0
236,1802,2,M,376,es_travel,284.21,78081,86773,0
389,526,4,M,334,es_transportation,55.55,13237,92625,0
401,1157,3,U,78,es_fashion,55.2,27933,23495,0
624,441,3,F,485,es_food,9.24,87659,56529,0
303,1558,1,F,349,es_health,47.79,41155,93710,0
207,587,2,F,499,es_tech,67.91,25414,57312,0
229,1821,2,M,290,es_sports,3.72,28110,47441,0
578,391,U,M,176,es_transportation,380.2,40368,47636,0
75,244,0,M,127,es_health,47.6,94055,30774,0
435,768,5,M,198,es_sports,31.63,54577,31451,0
103,1170,1,M,363,es_leisure,9.94,58711,90269,0
422,415,U,F,204,es_fashion,17.15,59850,55633,0
704,427,1,Enterprise,408,es_travel,77.53,17716,73535,0
306,1236,2,F,45,es_transportation,133.96,12922,27105,0
98,249,5,M,379,es_leisure,186.41,40693,45593,0
335,1059,2,Enterprise,349,es_electronics,56.83,27422,40302,0
435,839,3,F,394,es_wellnessandbeauty,116.36,80729,70828,0
447,253,3,M,430,es_sports,153.51,95351,53786,0
308,862,4,F,164,es_leisure,993.19,68273,37814,0
249,1796,5,U,98,es_wellnessandbeauty,11.14,88549,62884,0
166,819,2,M,307,es_transportation,233.76,17037,35142,0
481,862,5,F,416,es_travel,12.07,71196,74253,0
335,1310,U,M,416,es_leisure,39.18,26056,27832,0
542,1886,4,Enterprise,243,es_transportation,16.59,10299,22015,0
106,1717,3,F,143,es_fashion,216.16,85443,77979,0
563,210,U,M,137,es_electronics,15.61,91572,62709,0
81,110,1,U,58,es_hyper,372.67,16273,31323,0
133,330,2,F,420,es_sports,92.64,53349,58249,0
138,142,2,M,406,es_wellnessandbeauty,15.94,16973,14223,0
184,676,1,M,269,es_food,561.56,48262,68798,1
401,87,5,M,169,es_food,139.91,51830,43943,0
330,140,2,M,108,es_tech,66.53,75722,49739,0
508,1356,1,F,462,es_fashion,202.55,41487,50960,0
69,674,2,F,410,es_health,127.73,91832,80828,0
546,26,2,M,376,es_transportation,165.56,88239,24564,0
53,646,1,M,384,es_wellnessandbeauty,15.58,86303,50003,0
450,1893,3,F,445,es_leisure,107.27,24679,66658,0
205,1651,1,Enterprise,44,es_wellnessandbeauty,64.12,99820,83093,0
126,1717,2,M,473,es_electronics,279.92,78119,50288,0
43,911,4,M,86,es_transportation,29.37,50506,24675,0
111,362,2,F,286,es_transportation,216.25,45410,99017,0
663,1895,3,U,77,es_sports,26.79,54393,92167,0
183,1683,2,M,242,es_transportation,27.53,70564,17911,0
95,360,3,M,224,es_wellnessandbeauty,29.98,81304,84534,0
374,1967,1,F,421,es_leisure,22.95,62712,37767,0
520,1239,0,F,314,es_transportation,12.25,67355,54335,0
360,996,3,M,339,es_electronics,142.69,53978,37932,1
696,77,4,F,163,es_electronics,75.77,26812,89961,0
281,95,4,F,122,es_sports,30.76,69985,79731,0
195,957,4,F,177,es_leisure,99.7,86916,28683,0
195,997,3,F,187,es_food,2.78,68522,80979,0
667,218,4,Enterprise,244,es_fashion,77.59,46658,51843,0
93,1899,1,F,221,es_travel,38.7,54305,81612,0
672,368,5,M,135,es_fashion,221.58,41259,43370,0
61,52,2,F,35,es_transportation,111.06,63057,64262,0
634,1298,5,U,167,es_electronics,92.54,96134,44182,0
51,1468,3,F,262,es_wellnessandbeauty,15.58,61334,82721,0
403,687,1,M,334,es_transportation,384.23,44326,56846,0
5,825,2,F,220,es_wellnessandbeauty,178.16,28697,49562,0
466,33,5,F,65,es_home,268.05,18182,91927,0
604,872,2,Enterprise,110,es_travel,17.72,73730,37884,0
682,1440,1,F,341,es_fashion,24.37,83002,63983,0
534,644,0,M,411,es_fashion,125.03,50287,70394,0
405,425,4,F,470,es_home,34.83,30477,65307,0
513,787,2,M,395,es_fashion,286.15,23756,98121,0
645,1031,1,F,9,es_home,62.5,15028,58783,0
233,495,3,M,394,es_leisure,459.55,40810,47161,0
524,739,1,F,182,es_fashion,29.77,69117,34931,0
346,767,4,E,43,es_leisure,34.83,68461,46499,0
46,1818,3,M,120,es_hyper,3.3,16592,28705,0
546,1772,2,F,306,es_transportation,11.24,68325,87561,0
78,1879,5,F,113,es_food,210.11,77986,58634,0
73,1378,3,Enterprise,430,es_transportation,155.78,19543,96704,0
249,1971,1,M,319,es_wellnessandbeauty,28.59,43142,80282,0
47,696,4,F,433,es_electronics,50.76,36405,55065,0
121,199,2,F,254,es_tech,34.87,86302,29046,0
214,715,4,M,231,es_fashion,49.82,30599,76669,0
239,435,2,Enterprise,479,es_leisure,11.78,17526,64093,0
56,1160,1,E,480,es_wellnessandbeauty,134.33,35529,21938,0
350,1933,3,M,415,es_wellnessandbeauty,118.7,92897,91951,0
107,288,2,M,447,es_health,42.53,88438,94911,0
48,1826,6,M,136,es_tech,44.04,52232,69620,0
573,1682,5,M,168,es_wellnessandbeauty,22.75,84870,27038,0
337,719,2,E,444,es_tech,160.07,37623,12665,0
26,567,0,E,179,es_health,33.03,85238,41127,0
257,811,3,M,389,es_leisure,32.4,88867,87827,0
8,408,3,F,415,es_tech,106.92,25154,53718,0
625,917,4,F,391,es_hyper,218.04,18197,99959,0
253,1938,2,M,254,es_leisure,15.87,56253,35419,0
692,910,1,M,429,es_electronics,97.98,19757,44959,0
719,1786,3,M,47,es_health,35.73,38834,35096,0
303,1973,3,Enterprise,142,es_hyper,562.6,65762,11367,0
639,1811,U,F,281,es_travel,307.74,68737,14965,0
56,717,3,F,85,es_fashion,45.32,41246,81355,0
526,825,1,F,431,es_wellnessandbeauty,105.33,77002,12834,0
474,1728,2,F,93,es_travel,96.7,58151,13561,0
28,1360,3,U,430,es_travel,45.24,98753,64972,0
78,1026,5,E,429,es_transportation,31.54,76517,75787,0
216,185,3,M,159,es_food,14.42,90108,25195,0
386,674,5,E,52,es_wellnessandbeauty,100.78,58771,82131,0
365,1585,1,M,383,es_transportation,414.97,17132,24393,0
666,602,2,E,260,es_home,271.67,12205,26326,0
526,1462,3,M,118,es_fashion,57.28,76525,83347,0
699,763,0,U,489,es_wellnessandbeauty,13.06,83621,69463,0
312,22,4,Enterprise,46,es_tech,139.02,90539,11524,0
7,212,5,M,157,es_transportation,47.14,73187,26794,0
3,477,2,E,433,es_food,40.77,18682,23589,0
623,466,U,M,193,es_home,56.11,91458,39317,0
363,989,4,F,96,es_fashion,34.54,38223,26647,0
508,1258,5,F,257,es_leisure,268.77,64826,69402,0
274,172,4,E,324,es_sports,107.22,64275,67295,0
506,1627,5,F,468,es_health,56.86,34450,14539,0
15,675,U,U,187,es_leisure,15.75,79171,78876,0
192,797,5,E,232,es_wellnessandbeauty,12.07,45979,61757,0
631,1542,3,Enterprise,254,es_wellnessandbeauty,244.27,12390,98859,0
485,244,3,F,421,es_electronics,58.01,27467,92899,0
28,421,3,F,78,es_electronics,49.68,65308,91157,0
714,379,3,U,378,es_health,16.24,15381,78334,0
39,1497,4,Enterprise,180,es_wellnessandbeauty,458.32,82657,88826,0
273,341,2,M,248,es_leisure,585.28,51887,10949,0
231,954,2,F,375,es_tech,52.16,89214,15549,0
86,1984,0,M,334,es_home,58.21,65875,70693,0
474,671,1,F,246,es_health,165.13,20241,21271,0
126,123,2,F,130,es_electronics,92.86,71187,96542,0
537,872,1,Enterprise,21,es_transportation,11.65,52155,81110,0
145,434,0,F,285,es_travel,64.38,53337,70104,0
525,2000,4,F,76,es_fashion,118.86,29126,76278,0
212,188,4,Enterprise,338,es_home,29.56,66003,13031,0
25,1038,2,U,422,es_fashion,315.74,76352,67662,0
580,70,U,M,489,es_electronics,53.88,27558,57863,0
394,651,3,F,160,es_electronics,20.15,37294,69770,0
67,1435,1,M,169,es_home,117.65,78022,95003,0
233,1894,2,F,278,es_health,29.47,27774,13261,0
109,837,3,U,484,es_wellnessandbeauty,126.88,85153,45844,0
146,591,U,M,426,es_sports,59.43,13168,50397,0
111,1830,4,M,140,es_travel,114.61,29449,77243,0
228,318,0,M,313,es_sports,44.31,41588,10700,0
111,437,4,M,469,es_food,38.68,47611,29066,0
470,1616,4,M,8,es_home,29.16,88082,40434,0
34,1170,5,F,156,es_home,108.64,19163,53207,0
623,1909,1,M,313,es_travel,62.06,15835,92296,0
369,1761,5,F,181,es_leisure,396.15,70446,29831,0
595,227,5,U,214,es_electronics,13.64,45540,34628,0
554,1406,5,F,500,es_transportation,111.29,52377,97740,0
425,180,2,M,464,es_sports,1032.36,95946,76973,0
613,536,4,U,204,es_fashion,36.08,18529,14191,0
518,1123,5,Enterprise,241,es_sports,391.6,30591,89275,0
692,1415,6,F,17,es_fashion,69.11,71262,66029,0
282,270,2,F,277,es_tech,12.53,23367,17691,0
320,946,2,M,51,es_tech,22.82,95097,91097,0
443,1118,4,F,391,es_food,247.65,33520,33051,0
315,1816,1,U,445,es_home,253.65,32109,14901,0
377,1487,3,F,212,es_transportation,109.53,18374,78048,0
289,1805,5,M,484,es_home,1507.01,35158,67781,0
437,659,2,Enterprise,500,es_hyper,377.53,92690,15038,0
662,285,2,M,54,es_wellnessandbeauty,111.51,68021,39259,0
277,1046,5,Enterprise,425,es_sports,51.18,32251,17644,0
710,2,3,M,316,es_leisure,40.99,27310,35377,0
